InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
539632,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-06-01 10:18:00,5.15,18998.0,Norway
549297,22386,JUMBO BAG PINK POLKADOT,1,2010-01-13 14:47:00,4.15,16429.0,United Kingdom
548330,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-10-22 14:05:00,1.89,18996.0,United Kingdom
555717,22423,REGENCY CAKESTAND 3 TIER,5,2011-11-19 09:13:00,22.6,17375.0,United Kingdom
549341,22470,HEART OF WICKER LARGE,6,2010-12-20 09:48:00,7.27,14893.0,United Kingdom
549227,M,Manual,11,2010-01-21 12:06:00,113.4,15444.0,United Kingdom
550393,22632,HAND WARMER RED POLKA DOT,27,2010-11-12 09:21:00,3.69,16117.0,United Kingdom
537501,22423,REGENCY CAKESTAND 3 TIER,2,2011-06-14 10:19:00,16.53,12534.0,EIRE
558260,20727,LUNCH BAG  BLACK SKULL,11,2010-07-15 12:51:00,4.67,14528.0,United Kingdom
541129,22470,HEART OF WICKER LARGE,6,2010-04-24 18:38:00,6.6,,United Kingdom
556946,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-05-25 10:16:00,1.63,14827.0,United Kingdom
551893,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-03-06 15:32:00,3.15,19782.0,United Kingdom
546937,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-11-05 09:34:00,1.22,17801.0,United Kingdom
555014,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,23,2010-11-02 15:00:00,5.41,12920.0,United Kingdom
547830,22386,JUMBO BAG PINK POLKADOT,11,2011-06-30 17:20:00,4.77,17366.0,United Kingdom
546372,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-17 17:56:00,13.84,15619.0,United Kingdom
551652,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,26,2011-11-29 15:04:00,7.38,19949.0,USA
542078,85123B,IVORY HANGING HEART T-LIGHT HOLDER,30,2011-10-29 11:54:00,1.72,13716.0,United Kingdom
537823,22557,PLASTERS IN TIN CIRCUS PARADE,3,2010-04-15 13:00:00,3.51,19904.0,United Kingdom
546256,21212,PACK OF 72 RETROSPOT CAKE CASES,14,2010-12-24 12:36:00,0.48,15109.0,United Kingdom
538093,POST,POSTAGE,9,2010-07-31 17:41:00,4.4,14982.0,United Kingdom
545963,71053,WHITE METAL LANTERN,38,2010-02-02 12:14:00,6.06,17645.0,United Kingdom
542237,20727,LUNCH BAG  BLACK SKULL,5,2010-11-25 17:29:00,3.9,,United Kingdom
537852,23166,,32,2011-06-26 10:54:00,3.99,16347.0,United Kingdom
539748,21977,PACK OF 60 DINOSAUR CAKE CASES,2,2010-02-08 09:51:00,0.71,14433.0,United Kingdom
546672,23166,MEDIUM CERAMIC TOP STORAGE JAR,11,2010-06-07 13:30:00,5.63,,United Kingdom
544649,85099B,JUMBO BAG RED RETROSPOT,43,2010-01-12 14:56:00,1.96,17412.0,United Kingdom
536422,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-09-23 13:15:00,2.05,17762.0,EIRE
552034,85099B,JUMBO BAG RED RETROSPOT,7,2011-02-20 10:05:00,3.82,14988.0,United Kingdom
541990,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-09-30 12:36:00,2.51,15206.0,United Kingdom
538309,85099C,JUMBO  BAG BAROQUE BLACK WHITE,15,2011-01-28 17:58:00,4.32,17404.0,United Kingdom
552262,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-11-04 11:21:00,2.97,17154.0,United Kingdom
542905,71053,WHITE METAL LANTERN,2,2010-02-21 18:12:00,6.18,15377.0,United Kingdom
554484,85099B,JUMBO BAG RED RETROSPOT,5,2010-11-29 18:47:00,4.71,14547.0,United Kingdom
553171,22469,HEART OF WICKER SMALL,11,2010-08-03 16:23:00,5.77,12810.0,United Kingdom
537341,POST,POSTAGE,3,2010-06-13 09:53:00,3.34,14753.0,United Kingdom
551870,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-12-30 13:49:00,2.49,16850.0,United Kingdom
556913,84406B,CREAM CUPID HEARTS COAT HANGER,18,2011-02-20 12:24:00,4.0,15945.0,United Kingdom
552143,23343,JUMBO BAG OWLS,3,2011-12-11 11:36:00,2.98,16150.0,United Kingdom
558028,20727,LUNCH BAG  BLACK SKULL,3,2010-01-13 11:06:00,1.71,13548.0,United Kingdom
546522,23343,JUMBO BAG OWLS,4,2010-03-07 09:26:00,4.07,15240.0,United Kingdom
549798,POST,POSTAGE,55,2010-10-07 15:37:00,3.94,16151.0,United Kingdom
550089,84029E,RED WOOLLY HOTTIE WHITE HEART,19,2010-06-16 17:39:00,7.12,18383.0,United Kingdom
555548,22632,,5,2011-12-02 13:53:00,2.14,15734.0,United Kingdom
544597,22554B,PLASTERS IN TIN VINTAGE STAR,7,2010-02-19 18:10:00,2.51,15794.0,United Kingdom
536842,22633,HAND WARMER UNION JACK,4,2010-12-20 11:08:00,3.68,13221.0,United Kingdom
552423,22752,SET 7 BABUSHKA NESTING BOXES,9,2011-05-19 18:07:00,11.44,13367.0,United Kingdom
555148,21232,STRAWBERRY CERAMIC TRINKET BOX,9,2011-11-28 09:53:00,4.75,13816.0,United Kingdom
542155,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-12-29 12:08:00,4.81,12403.0,United Kingdom
555273,21730,GLASS STAR FROSTED T-LIGHT HOLDER,19,2010-12-20 15:03:00,1.63,18366.0,United Kingdom
538397,22386,JUMBO BAG PINK POLKADOT,4,2011-07-21 10:59:00,4.75,,United Kingdom
539243,22470,HEART OF WICKER LARGE,2,2011-11-20 11:04:00,7.5,12715.0,United Kingdom
539123,85099C,JUMBO  BAG BAROQUE BLACK WHITE,9,2010-09-13 15:23:00,3.15,15014.0,United Kingdom
546890,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2010-04-17 11:52:00,7.09,14179.0,United Kingdom
550387,22752,SET 7 BABUSHKA NESTING BOXES,7,2010-12-25 10:24:00,12.15,17296.0,United Kingdom
546282,22470,HEART OF WICKER LARGE,5,2011-12-16 11:21:00,4.05,18085.0,United Kingdom
552763,22632,HAND WARMER RED POLKA DOT,1,2011-10-25 12:46:00,3.29,14209.0,France
543784,71053,WHITE METAL LANTERN,7,2011-09-23 17:41:00,6.46,14580.0,United Kingdom
C539803,22554,PLASTERS IN TIN SKULLS,-31,2010-02-06 09:20:00,3.43,13278.0,United Kingdom
551881,21212,PACK OF 72 RETROSPOT CAKE CASES,20,2011-11-19 15:13:00,1.58,17734.0,United Kingdom
544403,22554,PLASTERS IN TIN SKULLS,13,2010-10-31 16:31:00,2.94,14489.0,United Kingdom
542148,21977,PACK OF 60 DINOSAUR CAKE CASES,22,2011-03-29 09:20:00,1.1,14228.0,United Kingdom
546391,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2010-06-03 16:26:00,2.49,14132.0,United Kingdom
542418,23166,MEDIUM CERAMIC TOP STORAGE JAR,4,2011-05-13 10:29:00,2.94,14643.0,United Kingdom
543576,22752,SET 7 BABUSHKA NESTING BOXES,16,2011-06-16 15:49:00,12.8,16376.0,United Kingdom
541453,22557,PLASTERS IN TIN CIRCUS PARADE,2,2010-01-08 10:23:00,4.07,14183.0,United Kingdom
C536959,22554,PLASTERS IN TIN SKULLS,-2,2010-11-12 10:41:00,3.83,16920.0,United Kingdom
545344,22633,HAND WARMER UNION JACK,17,2010-11-23 12:29:00,2.54,14013.0,United Kingdom
538142,22470,HEART OF WICKER LARGE,15,2011-03-20 14:27:00,5.0,18960.0,United Kingdom
553377,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2010-08-26 14:01:00,2.24,16004.0,United Kingdom
540245,POST,POSTAGE,16,2011-08-25 15:19:00,3.6,15680.0,United Kingdom
541232,47566B,TEA TIME PARTY BUNTING,11,2011-02-17 14:29:00,5.12,14656.0,Germany
539581,22469,HEART OF WICKER SMALL,43,2011-02-20 13:16:00,3.6,13911.0,United Kingdom
554544,47566B,TEA TIME PARTY BUNTING,28,2011-09-01 09:00:00,6.11,17714.0,United Kingdom
C553714,85123B,IVORY HANGING HEART T-LIGHT HOLDER,-6,2011-01-01 16:12:00,2.42,,United Kingdom
542465,22423,REGENCY CAKESTAND 3 TIER,5,2011-01-10 11:49:00,18.6,16122.0,United Kingdom
553817,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-23 18:07:00,21.41,18255.0,United Kingdom
548510,22557,PLASTERS IN TIN CIRCUS PARADE,7,2011-01-10 14:14:00,3.82,17989.0,United Kingdom
551447,22633,HAND WARMER UNION JACK,9,2011-12-13 18:34:00,2.01,18685.0,France
551081,22423,REGENCY CAKESTAND 3 TIER,21,2011-02-17 16:48:00,19.74,17915.0,United Kingdom
541361,20727,LUNCH BAG  BLACK SKULL,6,2011-04-08 13:50:00,3.27,15001.0,Spain
556622,47566,PARTY BUNTING,15,2010-08-05 10:53:00,8.59,13734.0,United Kingdom
538106,22386,JUMBO BAG PINK POLKADOT,13,2011-10-18 18:55:00,2.04,15633.0,United Kingdom
546556,22554B,PLASTERS IN TIN VINTAGE STAR,4,2011-11-24 17:34:00,64.81,18881.0,United Kingdom
543476,POST,POSTAGE,1,2010-12-12 09:29:00,3.39,18666.0,United Kingdom
556580,22554B,PLASTERS IN TIN VINTAGE STAR,18,2010-08-25 10:40:00,1.71,15394.0,Finland
537187,22551,PLASTERS IN TIN WOODLAND ANIMALS,6,2010-12-10 15:48:00,3.62,14177.0,United Kingdom
553581,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-11-01 14:51:00,2.92,,United Kingdom
541293,85123A,,10,2011-12-05 12:54:00,2.77,18137.0,United Kingdom
550826,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2010-07-11 11:30:00,6.91,19974.0,EIRE
554780,85099B,JUMBO BAG RED RETROSPOT,11,2010-12-29 14:49:00,4.57,18130.0,United Kingdom
552603,POST,POSTAGE,3,2011-01-10 13:02:00,3.62,19822.0,United Kingdom
548962,85099C,JUMBO  BAG BAROQUE BLACK WHITE,12,2010-03-13 09:46:00,3.31,15298.0,United Kingdom
554991,POST,POSTAGE,12,2011-02-28 17:46:00,4.09,18247.0,United Kingdom
557047,21977,PACK OF 60 DINOSAUR CAKE CASES,4,2010-05-27 11:22:00,0.65,18464.0,United Kingdom
544918,22632,HAND WARMER RED POLKA DOT,4,2010-11-27 12:16:00,3.45,12521.0,United Kingdom
555398,22554,PLASTERS IN TIN SKULLS,31,2010-10-22 12:59:00,2.98,19339.0,United Kingdom
544054,23343,JUMBO BAG OWLS,20,2011-08-18 15:51:00,4.76,12569.0,United Kingdom
538341,20727,LUNCH BAG  BLACK SKULL,3,2011-11-08 17:57:00,3.06,16268.0,United Kingdom
536816,71053,WHITE METAL LANTERN,2,2010-10-23 15:26:00,4.76,13237.0,United Kingdom
541431,22470,HEART OF WICKER LARGE,13,2011-08-10 09:56:00,4.59,17521.0,United Kingdom
539947,22633,HAND WARMER UNION JACK,38,2010-12-24 17:29:00,3.45,17513.0,Germany
553518,21232,STRAWBERRY CERAMIC TRINKET BOX,19,2011-12-07 14:36:00,1.8,19089.0,United Kingdom
546001,22557,PLASTERS IN TIN CIRCUS PARADE,4,2010-06-14 15:35:00,3.2,16445.0,United Kingdom
551276,84029E,RED WOOLLY HOTTIE WHITE HEART,20,2011-06-01 17:04:00,4.55,15615.0,Germany
549990,22557,PLASTERS IN TIN CIRCUS PARADE,13,2011-06-07 10:24:00,2.51,20008.0,Netherlands
552289,22469,HEART OF WICKER SMALL,20,2010-03-18 09:27:00,3.92,18250.0,United Kingdom
550913,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-08-10 12:38:00,2.9,13124.0,United Kingdom
551701,22632,HAND WARMER RED POLKA DOT,11,2010-11-14 17:17:00,3.1,17840.0,United Kingdom
551710,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-05-04 14:41:00,3.74,15545.0,France
543750,22632,HAND WARMER RED POLKA DOT,7,2011-11-06 16:11:00,2.75,16479.0,United Kingdom
557191,22470,HEART OF WICKER LARGE,15,2011-04-24 13:36:00,5.53,18026.0,United Kingdom
549708,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-10-26 11:55:00,4.18,16158.0,United Kingdom
548691,84029E,RED WOOLLY HOTTIE WHITE HEART,24,2011-09-28 17:15:00,5.12,14323.0,United Kingdom
538062,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-07-03 17:59:00,12.47,16790.0,United Kingdom
554422,23343,JUMBO BAG OWLS,3,2010-11-28 15:17:00,3.08,18609.0,United Kingdom
544700,85099B,JUMBO BAG RED RETROSPOT,3,2011-12-21 10:13:00,3.26,16887.0,France
549866,85099C,JUMBO  BAG BAROQUE BLACK WHITE,9,2011-12-21 15:20:00,4.89,16108.0,United Kingdom
548835,23166,MEDIUM CERAMIC TOP STORAGE JAR,15,2011-01-22 13:24:00,4.36,17327.0,United Kingdom
543938,22551,PLASTERS IN TIN WOODLAND ANIMALS,2,2010-12-11 13:34:00,2.13,15117.0,United Kingdom
552689,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2010-11-17 09:21:00,5.02,16723.0,United Kingdom
542228,21977,PACK OF 60 DINOSAUR CAKE CASES,6,2011-01-19 13:13:00,0.91,19730.0,United Kingdom
553977,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-05-17 13:29:00,4.34,14500.0,Portugal
547719,22557,PLASTERS IN TIN CIRCUS PARADE,3,2011-03-14 14:30:00,2.09,12448.0,United Kingdom
545629,20727,LUNCH BAG  BLACK SKULL,6,2010-12-26 18:35:00,3.4,16308.0,United Kingdom
536517,22632,HAND WARMER RED POLKA DOT,24,2010-09-08 13:03:00,2.6,13412.0,United Kingdom
543511,85123B,IVORY HANGING HEART T-LIGHT HOLDER,3,2010-11-22 10:23:00,2.3,16183.0,United Kingdom
549713,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2010-03-12 17:48:00,5.5,17042.0,United Kingdom
554451,22633,HAND WARMER UNION JACK,4,2011-12-16 15:32:00,3.73,15666.0,United Kingdom
553445,85099B,JUMBO BAG RED RETROSPOT,4,2010-02-10 17:54:00,3.85,18493.0,United Kingdom
539811,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-10-13 14:27:00,3.59,13661.0,United Kingdom
552752,23166,MEDIUM CERAMIC TOP STORAGE JAR,6,2010-04-22 11:53:00,3.06,13665.0,United Kingdom
545371,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-10-03 18:15:00,1.41,12350.0,United Kingdom
557696,21977,PACK OF 60 DINOSAUR CAKE CASES,5,2011-09-28 17:57:00,1.57,17277.0,Germany
555306,22554B,PLASTERS IN TIN VINTAGE STAR,3,2010-10-28 09:36:00,3.05,17493.0,United Kingdom
545693,22554,PLASTERS IN TIN SKULLS,8,2011-07-06 18:38:00,3.03,19017.0,United Kingdom
550879,22632,HAND WARMER RED POLKA DOT,2,2011-01-22 15:16:00,4.2,13167.0,United Kingdom
557588,22632,HAND WARMER RED POLKA DOT,12,2010-12-04 16:38:00,2.47,15117.0,United Kingdom
555388,20727,LUNCH BAG  BLACK SKULL,3,2011-07-08 16:31:00,3.96,14076.0,United Kingdom
553549,22632,HAND WARMER RED POLKA DOT,7,2010-08-04 11:41:00,2.6,17316.0,United Kingdom
545911,84406B,CREAM CUPID HEARTS COAT HANGER,4,2010-06-30 13:55:00,3.02,16830.0,United Kingdom
540132,POST,POSTAGE,5,2010-09-22 11:08:00,1.63,19929.0,United Kingdom
550753,21977,PACK OF 60 DINOSAUR CAKE CASES,18,2011-12-29 12:49:00,0.69,13468.0,Australia
C540500,21212,PACK OF 72 RETROSPOT CAKE CASES,-3,2010-07-27 13:24:00,1.74,19066.0,United Kingdom
558025,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2010-06-04 11:15:00,2.08,13996.0,United Kingdom
542187,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-10-25 13:25:00,2.93,14114.0,United Kingdom
540920,84406B,CREAM CUPID HEARTS COAT HANGER,28,2011-01-22 13:50:00,3.48,15527.0,United Kingdom
536723,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,37,2011-04-30 16:12:00,7.31,14815.0,United Kingdom
544819,22752,SET 7 BABUSHKA NESTING BOXES,9,2011-12-15 14:03:00,11.78,13841.0,United Kingdom
541781,22633,HAND WARMER UNION JACK,3,2010-12-18 17:01:00,2.09,,United Kingdom
538335,22752,,2,2011-12-02 09:40:00,7.95,17480.0,United Kingdom
557171,20727,LUNCH BAG  BLACK SKULL,5,2010-01-12 18:01:00,3.78,15059.0,United Kingdom
539991,22554B,PLASTERS IN TIN VINTAGE STAR,3,2010-11-24 10:21:00,1.98,18793.0,EIRE
556810,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2011-12-29 11:25:00,1.22,18742.0,United Kingdom
546655,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2010-02-06 14:31:00,1.59,13049.0,United Kingdom
557882,22423,REGENCY CAKESTAND 3 TIER,45,2010-02-09 14:15:00,20.75,13157.0,United Kingdom
550278,M,Manual,30,2010-03-01 17:18:00,1.57,19494.0,United Kingdom
542347,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-04-03 11:27:00,2.09,14019.0,United Kingdom
557758,22386,JUMBO BAG PINK POLKADOT,14,2011-03-07 18:43:00,4.72,13560.0,United Kingdom
548646,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2010-09-19 12:39:00,0.87,16889.0,United Kingdom
537570,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-02-09 15:15:00,1.33,17463.0,United Kingdom
543111,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-12-07 09:10:00,2.05,16968.0,United Kingdom
539466,22470,HEART OF WICKER LARGE,2,2010-12-29 16:18:00,4.66,14877.0,United Kingdom
552800,20727,LUNCH BAG  BLACK SKULL,4,2011-04-22 17:04:00,3.82,19411.0,United Kingdom
544174,POST,POSTAGE,5,2011-07-30 09:15:00,2.23,18735.0,United Kingdom
C552973,85099B,JUMBO BAG RED RETROSPOT,-37,2010-11-03 18:32:00,85.01,14353.0,United Kingdom
549951,85099C,JUMBO  BAG BAROQUE BLACK WHITE,8,2010-01-16 14:49:00,2.94,18940.0,United Kingdom
543160,23166,MEDIUM CERAMIC TOP STORAGE JAR,6,2010-04-21 13:48:00,4.76,15824.0,United Kingdom
558027,47566B,TEA TIME PARTY BUNTING,18,2010-08-25 16:19:00,9.16,14563.0,United Kingdom
556407,22632,HAND WARMER RED POLKA DOT,2,2010-12-28 10:42:00,3.86,16630.0,United Kingdom
556003,22557,PLASTERS IN TIN CIRCUS PARADE,7,2011-11-08 13:03:00,4.18,14122.0,United Kingdom
547036,85099C,JUMBO  BAG BAROQUE BLACK WHITE,29,2010-10-08 15:52:00,2.82,18329.0,United Kingdom
541971,23166,MEDIUM CERAMIC TOP STORAGE JAR,2,2010-06-27 18:14:00,4.7,12859.0,United Kingdom
551289,22554,PLASTERS IN TIN SKULLS,33,2011-01-16 14:48:00,3.35,17381.0,United Kingdom
543523,21232,STRAWBERRY CERAMIC TRINKET BOX,45,2011-11-18 13:53:00,3.03,14443.0,United Kingdom
545658,23343,,5,2010-11-14 15:41:00,4.32,12797.0,Norway
546853,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-05-25 15:27:00,2.85,14395.0,United Kingdom
555356,22633,HAND WARMER UNION JACK,5,2010-11-15 14:53:00,1.93,16640.0,United Kingdom
550372,85099C,JUMBO  BAG BAROQUE BLACK WHITE,7,2011-01-08 17:09:00,3.32,18820.0,United Kingdom
550796,47566B,TEA TIME PARTY BUNTING,41,2011-11-20 13:01:00,7.39,17315.0,Norway
542826,23166,MEDIUM CERAMIC TOP STORAGE JAR,11,2010-04-20 14:31:00,4.26,14675.0,United Kingdom
545935,22557,PLASTERS IN TIN CIRCUS PARADE,5,2011-01-21 14:12:00,3.51,,United Kingdom
545912,23166,MEDIUM CERAMIC TOP STORAGE JAR,3,2010-11-29 12:58:00,1.95,14958.0,United Kingdom
556337,85123B,IVORY HANGING HEART T-LIGHT HOLDER,10,2010-02-18 16:21:00,3.39,17653.0,United Kingdom
551778,POST,POSTAGE,8,2011-04-11 09:55:00,1.99,,United Kingdom
540658,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-07-28 17:56:00,3.95,19159.0,United Kingdom
538683,22554,PLASTERS IN TIN SKULLS,11,2011-06-06 14:53:00,2.32,15870.0,United Kingdom
546681,22557,PLASTERS IN TIN CIRCUS PARADE,46,2010-07-04 15:44:00,2.55,12683.0,United Kingdom
553163,22752,SET 7 BABUSHKA NESTING BOXES,16,2010-07-01 15:16:00,12.77,16358.0,United Kingdom
537792,85123B,IVORY HANGING HEART T-LIGHT HOLDER,3,2010-01-11 16:42:00,2.57,13229.0,EIRE
551814,21232,STRAWBERRY CERAMIC TRINKET BOX,11,2011-08-04 18:43:00,1.98,,France
553839,22469,HEART OF WICKER SMALL,14,2011-01-12 13:33:00,4.61,19591.0,United Kingdom
553285,23166,MEDIUM CERAMIC TOP STORAGE JAR,47,2010-07-09 14:37:00,3.6,14570.0,Germany
547157,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2010-11-04 14:51:00,1.26,16754.0,Portugal
544757,21232,,13,2010-03-09 16:00:00,4.89,16392.0,United Kingdom
553381,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2010-12-13 10:56:00,3.06,13474.0,Portugal
545186,22386,JUMBO BAG PINK POLKADOT,5,2011-12-29 11:31:00,3.49,19084.0,United Kingdom
552070,22633,HAND WARMER UNION JACK,12,2010-01-29 11:50:00,4.4,19866.0,United Kingdom
547565,22554,PLASTERS IN TIN SKULLS,7,2010-12-19 12:04:00,2.31,16714.0,United Kingdom
551396,22554B,PLASTERS IN TIN VINTAGE STAR,9,2011-12-25 15:16:00,2.87,12626.0,United Kingdom
541039,22554B,PLASTERS IN TIN VINTAGE STAR,15,2011-08-27 09:55:00,4.21,14132.0,United Kingdom
552178,71053,WHITE METAL LANTERN,18,2011-04-17 12:51:00,6.26,18558.0,United Kingdom
542568,21977,PACK OF 60 DINOSAUR CAKE CASES,11,2010-01-14 16:15:00,1.77,12820.0,Norway
550543,20727,LUNCH BAG  BLACK SKULL,9,2010-01-18 16:59:00,2.35,18139.0,United Kingdom
543857,22554,PLASTERS IN TIN SKULLS,11,2011-04-05 11:13:00,2.43,16250.0,United Kingdom
540827,21232,STRAWBERRY CERAMIC TRINKET BOX,10,2010-05-04 17:50:00,18.67,14547.0,United Kingdom
554525,22551,PLASTERS IN TIN WOODLAND ANIMALS,4,2011-12-01 09:16:00,3.89,14774.0,United Kingdom
554859,22469,HEART OF WICKER SMALL,5,2010-08-27 18:34:00,4.25,15863.0,United Kingdom
551255,23343,JUMBO BAG OWLS,14,2011-08-08 16:09:00,3.59,15597.0,United Kingdom
542801,22470,HEART OF WICKER LARGE,12,2011-12-25 10:47:00,4.24,18991.0,United Kingdom
537535,23343,JUMBO BAG OWLS,4,2010-10-14 12:24:00,4.75,19607.0,United Kingdom
555253,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-12-19 11:04:00,13.73,19912.0,United Kingdom
555168,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-01-28 17:10:00,4.12,16413.0,United Kingdom
548680,22554B,PLASTERS IN TIN VINTAGE STAR,5,2010-01-22 18:20:00,2.74,17213.0,United Kingdom
538542,85099C,JUMBO  BAG BAROQUE BLACK WHITE,5,2011-04-05 16:28:00,4.85,18765.0,United Kingdom
557828,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-08-28 13:52:00,3.05,15704.0,United Kingdom
540955,21977,PACK OF 60 DINOSAUR CAKE CASES,3,2011-01-09 14:43:00,1.5,15683.0,United Kingdom
553293,71053,WHITE METAL LANTERN,5,2010-02-22 14:36:00,6.03,,United Kingdom
552977,22632,HAND WARMER RED POLKA DOT,3,2011-08-23 16:37:00,2.81,16343.0,United Kingdom
543706,22554B,PLASTERS IN TIN VINTAGE STAR,5,2011-11-17 12:20:00,3.02,13118.0,United Kingdom
556999,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2010-02-16 09:24:00,5.3,15926.0,United Kingdom
538585,22554,PLASTERS IN TIN SKULLS,6,2010-01-24 16:04:00,1.87,12970.0,United Kingdom
553190,85099C,JUMBO  BAG BAROQUE BLACK WHITE,5,2010-01-02 14:29:00,2.62,18250.0,United Kingdom
538644,21977,PACK OF 60 DINOSAUR CAKE CASES,7,2010-07-13 14:34:00,1.26,16524.0,United Kingdom
557642,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2010-09-20 15:21:00,2.16,12876.0,Germany
557103,47566,PARTY BUNTING,12,2011-01-26 11:27:00,6.62,15479.0,United Kingdom
C555989,23343,JUMBO BAG OWLS,-29,2010-06-10 13:33:00,3.01,18093.0,United Kingdom
541436,22386,JUMBO BAG PINK POLKADOT,34,2011-12-26 16:51:00,4.35,16527.0,United Kingdom
537102,85123B,IVORY HANGING HEART T-LIGHT HOLDER,5,2010-01-01 18:58:00,1.3,17677.0,Spain
543897,22551,PLASTERS IN TIN WOODLAND ANIMALS,7,2010-12-15 18:42:00,2.1,12523.0,EIRE
537637,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2011-09-09 09:44:00,4.02,19166.0,United Kingdom
538100,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2011-05-15 10:42:00,3.84,13384.0,United Kingdom
550917,22551,PLASTERS IN TIN WOODLAND ANIMALS,3,2010-01-05 15:10:00,3.33,12615.0,United Kingdom
555903,POST,POSTAGE,33,2011-12-18 12:44:00,2.38,14599.0,United Kingdom
C545369,POST,POSTAGE,-7,2011-06-04 12:20:00,4.26,17962.0,United Kingdom
542426,22551,PLASTERS IN TIN WOODLAND ANIMALS,37,2011-01-28 11:09:00,3.3,15606.0,United Kingdom
555890,21232,STRAWBERRY CERAMIC TRINKET BOX,19,2010-01-21 10:09:00,4.13,15415.0,United Kingdom
557326,M,Manual,8,2011-03-01 10:01:00,34.87,15225.0,Germany
553702,22633,HAND WARMER UNION JACK,5,2011-06-28 13:12:00,4.34,18103.0,United Kingdom
536439,20727,LUNCH BAG  BLACK SKULL,15,2011-06-15 14:26:00,2.79,15319.0,France
541438,22469,HEART OF WICKER SMALL,12,2011-08-12 13:55:00,3.48,19030.0,United Kingdom
544765,47566B,TEA TIME PARTY BUNTING,4,2010-08-29 16:44:00,9.65,17531.0,United Kingdom
541393,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-01-17 12:12:00,3.0,18810.0,United Kingdom
556792,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2010-01-20 10:34:00,5.09,15686.0,United Kingdom
552680,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2011-01-22 14:36:00,1.83,12796.0,United Kingdom
546470,M,Manual,50,2011-02-07 17:46:00,29.58,19715.0,Finland
553711,22557,PLASTERS IN TIN CIRCUS PARADE,19,2011-03-22 16:46:00,4.01,17300.0,United Kingdom
551662,22470,HEART OF WICKER LARGE,4,2011-02-17 14:06:00,6.19,14507.0,United Kingdom
546254,22557,PLASTERS IN TIN CIRCUS PARADE,9,2011-11-22 14:37:00,4.25,12710.0,United Kingdom
539456,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-01-03 17:24:00,9.23,16139.0,United Kingdom
543576,21212,PACK OF 72 RETROSPOT CAKE CASES,9,2011-06-16 15:49:00,6.12,16376.0,United Kingdom
